IDUsuario;Genero;Edad
86727;F;<=25
86730;M;51-65
86731;M;26-35
86732;M;26-35
86733;F;26-35
86734;F;51-65
86735;M;36-50
86738;M;26-35
86739;F;26-35
86741;F;26-35
86742;F;26-35
86743;F;<=25
86744;M;<=25
86746;F;36-50
86748;F;26-35
86749;F;36-50
86750;M;26-35
86754;M;<=25
86756;F;36-50
86768;M;26-35
86778;F;<=25
86779;F;<=25
86780;F;26-35
86781;M;36-50
86782;F;36-50
86784;F;36-50
86786;F;26-35
86787;F;51-65
86788;M;51-65
86789;F;26-35
86791;M;<=25
86792;M;<=25
86793;M;>65
86796;F;26-35
86797;F;36-50
86798;M;51-65
86799;F;51-65
86800;F;<=25
86801;M;36-50
86802;F;<=25
86805;M;26-35
86808;M;36-50
86809;F;36-50
86810;F;36-50
86811;F;<=25
86813;F;51-65
86814;F;26-35
86815;F;26-35
86816;M;<=25
86819;M;<=25
86820;F;36-50
86821;F;36-50
86823;M;<=25
86824;M;36-50
86825;M;<=25
86826;M;36-50
86827;M;<=25
86832;M;26-35
86835;F;<=25
86836;M;26-35
86837;M;<=25
86838;F;36-50
86839;M;<=25
86840;F;26-35
86841;F;26-35
86842;M;36-50
86846;F;<=25
86848;F;36-50
86849;M;36-50
86852;M;36-50
86854;F;<=25
86857;F;>65
86864;F;26-35
86868;M;<=25
86869;M;36-50
86870;F;26-35
86871;F;26-35
86875;F;<=25
86876;F;<=25
86877;M;26-35
86878;M;26-35
86879;F;<=25
86880;F;36-50
86881;M;26-35
86882;F;36-50
86883;M;<=25
86884;M;36-50
86885;F;26-35
86888;M;26-35
86895;F;<=25
86896;F;<=25
86897;M;26-35
86902;F;51-65
86903;F;26-35
86904;F;26-35
86909;M;<=25
86911;M;<=25
86913;F;36-50
86915;M;<=25
86918;M;51-65
86920;F;<=25
86921;M;<=25
86925;F;<=25
86926;M;<=25
86927;F;26-35
86928;F;26-35
86929;F;36-50
86932;F;36-50
86936;M;36-50
86937;F;36-50
86938;M;36-50
86939;M;51-65
86941;F;<=25
86942;F;<=25
86943;M;26-35
86956;F;<=25
86960;F;26-35
86964;M;26-35
86966;F;36-50
86967;M;51-65
86968;M;26-35
86973;F;36-50
86976;M;36-50
86977;M;<=25
86978;M;<=25
86979;M;51-65
86981;F;<=25
86987;F;<=25
86989;F;<=25
86990;M;26-35
86992;M;36-50
86994;F;<=25
86996;M;36-50
86997;F;>65
86998;F;<=25
86999;M;<=25
87000;M;51-65
87001;F;36-50
87004;M;36-50
87005;M;26-35
87006;M;26-35
87007;F;<=25
87008;F;<=25
87009;M;<=25
87010;M;51-65
87012;F;<=25
87013;F;26-35
87015;F;36-50
87016;F;36-50
87017;M;36-50
87018;M;51-65
87019;M;36-50
87020;F;<=25
87022;F;<=25
87023;M;26-35
87024;F;51-65
87025;M;26-35
87027;M;36-50
87028;M;26-35
87029;M;26-35
87030;M;51-65
87031;F;<=25
87033;F;51-65
87035;F;36-50
87037;F;26-35
87046;M;36-50
87047;F;<=25
87048;F;26-35
87049;F;26-35
87051;M;<=25
87052;F;26-35
87055;F;26-35
87056;M;36-50
87058;F;<=25
87059;F;51-65
87060;F;<=25
87061;M;26-35
87062;F;<=25
87063;F;26-35
87065;M;<=25
87067;F;<=25
87070;F;36-50
87071;M;<=25
87072;F;26-35
87073;F;26-35
87080;M;26-35
87083;M;<=25
87084;M;26-35
87085;M;<=25
87086;F;26-35
87087;F;<=25
87088;M;26-35
87091;F;26-35
87096;M;<=25
87097;F;51-65
87103;M;26-35
87105;M;<=25
87108;M;<=25
87109;F;<=25
87110;M;36-50
87111;F;26-35
87112;M;51-65
87113;F;26-35
87114;F;36-50
87115;F;26-35
87116;F;51-65
87118;F;26-35
87119;F;26-35
87120;M;36-50
87121;M;26-35
87122;F;51-65
87124;M;26-35
87125;F;<=25
87127;M;51-65
87128;F;26-35
87129;M;<=25
87131;F;26-35
87132;M;26-35
87133;M;36-50
87134;F;<=25
87135;M;36-50
87136;F;26-35
87137;F;51-65
87138;F;26-35
87139;F;36-50
87140;F;26-35
87143;M;51-65
87144;M;36-50
87146;F;<=25
87147;F;<=25
87149;F;<=25
87150;M;26-35
87151;F;>65
87155;M;26-35
87157;F;36-50
87158;F;51-65
87160;M;26-35
87161;F;26-35
87165;M;26-35
87166;M;<=25
87167;M;26-35
87168;F;26-35
87170;M;<=25
87172;F;<=25
87173;F;<=25
87174;M;<=25
87176;F;26-35
87177;M;26-35
87178;M;<=25
87179;F;36-50
87181;F;51-65
87182;M;36-50
87183;M;26-35
87186;F;51-65
87189;M;<=25
87190;F;26-35
87191;F;51-65
87192;F;<=25
87193;F;36-50
87196;M;>65
87197;F;36-50
87199;F;36-50
87200;M;26-35
87201;F;36-50
87203;F;26-35
87206;M;36-50
87207;F;<=25
87208;F;36-50
87209;M;36-50
87210;F;36-50
87211;M;26-35
87212;F;<=25
87213;F;36-50
87215;F;36-50
87224;F;26-35
87226;F;36-50
87228;M;<=25
87229;F;<=25
87230;F;36-50
87232;F;26-35
87233;F;36-50
87234;F;26-35
87235;M;26-35
87236;M;36-50
87238;M;<=25
87240;F;<=25
87241;M;26-35
87243;F;<=25
87244;M;26-35
87245;M;<=25
87246;F;26-35
87248;F;<=25
87249;M;51-65
87250;M;36-50
87251;F;36-50
87253;F;51-65
87254;M;36-50
87258;M;26-35
87262;M;36-50
87263;M;26-35
87264;F;<=25
87265;M;36-50
87266;F;<=25
87267;F;26-35
87271;M;26-35
87272;M;26-35
87273;M;<=25
87275;M;26-35
87277;F;<=25
87278;M;<=25
87279;F;<=25
87280;F;<=25
87283;F;36-50
87286;F;<=25
87287;F;<=25
87288;M;<=25
87291;M;51-65
87292;F;36-50
87301;F;<=25
87304;M;26-35
87305;M;26-35
87307;F;36-50
87308;M;36-50
87309;M;<=25
87310;M;26-35
87312;M;36-50
87313;F;>65
87316;F;36-50
87317;M;<=25
87318;F;36-50
87320;F;36-50
87321;F;<=25
87322;F;36-50
87323;M;<=25
87324;M;<=25
87325;M;36-50
87326;M;51-65
87327;F;51-65
87337;F;36-50
87339;M;<=25
87340;F;26-35
87341;F;36-50
87342;F;51-65
87343;M;51-65
87344;F;36-50
87345;F;<=25
87346;M;<=25
87348;M;<=25
87349;F;36-50
87352;M;<=25
87353;M;26-35
87354;M;<=25
87356;F;>65
87361;M;36-50
87365;F;26-35
87366;F;26-35
87368;F;36-50
87369;F;36-50
87373;M;51-65
87375;F;36-50
87378;M;26-35
87380;F;<=25
87384;M;<=25
87385;M;<=25
87386;M;>65
87389;M;<=25
87390;F;26-35
87391;M;26-35
87392;F;36-50
87393;F;26-35
87394;F;36-50
87397;M;36-50
87400;M;26-35
87403;F;26-35
87405;M;26-35
87408;M;51-65
87409;F;<=25
87411;F;26-35
87412;F;26-35
87413;F;36-50
87414;M;36-50
87415;M;36-50
87416;F;36-50
87421;M;<=25
87424;F;26-35
87427;F;26-35
87428;M;36-50
87429;M;26-35
87430;F;36-50
87432;F;<=25
87433;F;26-35
87434;M;<=25
87435;M;26-35
87436;F;26-35
87437;M;36-50
87440;M;<=25
87441;F;<=25
87442;F;26-35
87444;F;51-65
87451;M;26-35
87452;F;36-50
87453;F;<=25
87455;M;36-50
87456;F;36-50
87458;F;<=25
87461;M;26-35
87463;M;51-65
87464;F;<=25
87466;F;51-65
87468;F;36-50
87472;F;<=25
87474;F;36-50
87475;M;36-50
87476;F;36-50
87479;M;>65
87480;M;26-35
87481;F;26-35
87490;M;26-35
87494;F;36-50
87498;M;36-50
87499;F;36-50
87500;M;<=25
87506;F;51-65
87512;F;26-35
87514;F;<=25
87515;M;26-35
87516;F;36-50
87518;M;51-65
87520;F;26-35
87521;M;36-50
87523;M;26-35
87525;F;26-35
87526;M;<=25
87529;M;<=25
87530;F;26-35
87531;F;26-35
87535;M;51-65
87536;F;36-50
87537;M;<=25
87538;F;51-65
87540;M;<=25
87541;F;36-50
87543;M;<=25
87546;F;36-50
87547;M;26-35
87548;M;26-35
87550;F;<=25
87551;F;<=25
87553;M;36-50
87556;F;36-50
87557;F;26-35
87560;F;36-50
87563;M;26-35
87564;M;51-65
87565;F;36-50
87567;M;26-35
87568;M;51-65
87570;F;26-35
87576;F;<=25
87577;M;<=25
87579;F;26-35
87582;F;<=25
87583;M;26-35
87584;F;26-35
87585;F;<=25
87586;F;26-35
87589;F;<=25
87590;F;36-50
87593;M;51-65
87594;F;26-35
87596;F;51-65
87597;M;<=25
87601;M;26-35
87602;F;51-65
87610;M;51-65
87611;M;36-50
87613;F;<=25
87614;F;36-50
87615;F;26-35
87617;M;36-50
87621;M;<=25
87623;M;51-65
87625;M;<=25
87630;M;<=25
87632;F;26-35
87633;F;36-50
87635;M;36-50
87636;F;<=25
87637;M;<=25
87638;F;<=25
87640;M;36-50
87642;F;51-65
87643;M;<=25
87644;M;36-50
87645;M;36-50
87646;M;36-50
87647;F;26-35
87649;F;26-35
87650;F;36-50
87653;F;26-35
87654;F;36-50
87655;F;<=25
87656;M;<=25
87657;F;26-35
87659;F;26-35
87660;F;36-50
87661;M;51-65
87662;M;<=25
87669;M;36-50
87670;F;36-50
87674;M;26-35
87675;M;26-35
87676;F;36-50
87677;F;<=25
87678;F;<=25
87679;F;<=25
87680;M;36-50
87681;F;<=25
87685;M;36-50
87687;M;36-50
87690;F;26-35
87691;M;51-65
87694;M;36-50
87704;F;51-65
87706;M;26-35
87707;M;36-50
87710;M;51-65
87712;F;<=25
87713;F;26-35
87714;M;26-35
87715;F;26-35
87717;M;51-65
87718;F;<=25
87723;M;26-35
87725;F;36-50
87729;F;26-35
87730;M;26-35
87732;F;<=25
87733;M;36-50
87736;F;<=25
87737;M;36-50
87740;F;51-65
87741;F;<=25
87742;M;26-35
87743;M;<=25
87744;M;26-35
87747;F;<=25
87748;M;36-50
87749;M;51-65
87751;M;36-50
87752;M;51-65
87753;M;36-50
87758;F;36-50
87759;F;26-35
87760;F;>65
87761;M;51-65
87763;F;26-35
87766;M;36-50
87770;F;36-50
87775;M;36-50
87776;F;26-35
87777;F;<=25
87778;F;26-35
87779;F;26-35
87781;F;26-35
87783;F;<=25
87784;M;26-35
87787;F;<=25
87788;F;36-50
87789;M;51-65
87790;F;36-50
87792;M;36-50
87793;F;26-35
87795;M;36-50
87797;F;26-35
87799;F;<=25
87800;F;<=25
87801;F;26-35
87803;M;<=25
87806;F;<=25
87807;F;26-35
87809;M;<=25
87815;M;36-50
87817;M;<=25
87819;M;36-50
87820;M;26-35
87821;M;<=25
87822;F;36-50
87823;F;36-50
87828;F;26-35
87829;M;51-65
87832;M;<=25
87833;F;<=25
87834;M;51-65
87835;F;36-50
87836;F;51-65
87837;F;<=25
87839;M;51-65
87840;F;26-35
87841;F;26-35
87842;F;26-35
87843;F;<=25
87844;F;<=25
87845;F;26-35
87846;F;26-35
87847;F;36-50
87850;F;36-50
87851;M;36-50
87852;F;36-50
87854;F;36-50
87856;F;<=25
87863;M;>65
87864;M;<=25
87865;M;26-35
87867;M;<=25
87868;F;36-50
87869;M;26-35
87871;F;<=25
87872;M;<=25
87874;M;26-35
87875;F;36-50
87877;M;26-35
87878;M;26-35
87880;F;36-50
87882;F;51-65
87883;F;36-50
87884;M;36-50
87886;M;<=25
87888;F;51-65
87889;F;36-50
87891;M;26-35
87892;F;36-50
87893;F;36-50
87895;M;36-50
87896;M;26-35
87898;F;36-50
87899;F;26-35
87900;F;<=25
87901;M;36-50
87903;F;36-50
87907;F;<=25
87911;M;<=25
87913;F;36-50
87915;M;36-50
87916;M;26-35
87917;F;<=25
87918;M;<=25
87923;M;26-35
87924;F;>65
87925;F;26-35
87926;F;<=25
87927;F;26-35
87928;M;36-50
87932;M;26-35
87947;M;36-50
87948;F;51-65
87949;M;26-35
87950;M;<=25
87951;M;26-35
87952;M;51-65
87954;M;26-35
87955;F;36-50
87956;F;36-50
87958;F;36-50
87959;M;36-50
87960;F;36-50
87961;M;<=25
87962;F;26-35
87963;F;<=25
87964;F;26-35
87965;M;26-35
87966;F;<=25
87967;F;<=25
87968;M;26-35
87971;M;26-35
87972;F;<=25
87974;F;26-35
87976;M;51-65
87977;F;26-35
87978;M;36-50
87979;F;51-65
87981;F;<=25
87982;M;26-35
87983;F;<=25
87984;M;26-35
87987;M;<=25
87988;M;26-35
87989;M;26-35
87990;F;<=25
87991;F;36-50
87992;F;51-65
87993;M;36-50
87994;M;26-35
87996;M;36-50
87998;M;<=25
88001;M;26-35
88003;M;51-65
88004;F;26-35
88008;M;<=25
88010;F;36-50
88011;M;26-35
88012;F;26-35
88014;F;51-65
88015;M;26-35
88017;F;<=25
88018;M;26-35
88022;F;51-65
88023;F;51-65
88027;F;26-35
88028;M;36-50
88030;F;36-50
88033;F;<=25
88034;M;36-50
88036;M;36-50
88038;M;<=25
88046;M;26-35
88049;F;36-50
88050;F;26-35
88051;M;26-35
88052;F;51-65
88053;F;26-35
88054;M;36-50
88055;F;36-50
88056;M;36-50
88057;F;<=25
88058;F;>65
88059;M;26-35
88060;M;<=25
88061;F;26-35
88063;F;36-50
88064;F;36-50
88065;F;26-35
88066;F;36-50
88067;F;<=25
88069;M;51-65
88070;M;26-35
88071;M;36-50
88072;F;36-50
88078;M;26-35
88079;M;26-35
88080;M;26-35
88082;F;36-50
88083;M;26-35
88084;M;36-50
88085;M;36-50
88086;F;26-35
88087;M;26-35
88091;F;<=25
88093;M;<=25
88094;M;26-35
88099;F;<=25
88102;M;36-50
88104;M;36-50
88105;F;51-65
88108;M;<=25
88109;M;<=25
88110;M;36-50
88112;F;26-35
88114;M;36-50
88115;F;26-35
88117;M;<=25
88119;M;<=25
88121;F;26-35
88123;M;26-35
88124;F;<=25
88125;M;51-65
88126;F;<=25
88128;F;<=25
88129;M;<=25
88130;F;26-35
88131;F;26-35
88132;M;51-65
88133;M;26-35
88134;F;26-35
88136;M;26-35
88140;M;26-35
88143;M;36-50
88152;F;<=25
88153;F;36-50
88154;F;26-35
88156;F;26-35
88157;F;26-35
88159;F;<=25
88160;M;36-50
88162;M;26-35
88163;M;36-50
88178;F;26-35
88180;F;51-65
88181;M;<=25
88182;F;<=25
88183;F;26-35
88184;M;26-35
88185;F;26-35
88187;F;36-50
88188;F;36-50
88191;F;36-50
88192;F;<=25
88193;F;36-50
88194;M;26-35
88195;M;26-35
88196;F;<=25
88197;M;<=25
88198;M;26-35
88200;F;51-65
88201;F;<=25
88202;F;26-35
88203;M;26-35
88204;F;26-35
88206;M;<=25
88207;M;26-35
88208;F;26-35
88209;F;26-35
88210;F;36-50
88211;F;<=25
88214;F;26-35
88224;F;<=25
88229;F;<=25
88231;M;<=25
88232;M;<=25
88233;F;26-35
88235;M;36-50
88237;M;36-50
88238;M;<=25
88252;M;36-50
88253;M;26-35
88262;F;<=25
88263;F;26-35
88264;M;26-35
88265;F;51-65
88266;M;36-50
88267;F;<=25
88268;M;26-35
88271;F;26-35
88272;F;<=25
88274;F;51-65
88277;F;36-50
88278;M;26-35
88279;F;36-50
88280;F;26-35
88281;F;26-35
88285;F;26-35
88286;M;36-50
88287;M;<=25
88288;F;<=25
88294;M;36-50
88295;F;<=25
88296;F;26-35
88297;M;26-35
88300;F;>65
88301;M;26-35
88302;F;26-35
88303;M;36-50
88304;F;26-35
88305;F;36-50
88306;M;26-35
88307;M;26-35
88308;M;26-35
88309;F;<=25
88312;F;36-50
88319;F;26-35
88340;F;>65
88341;F;36-50
88342;M;26-35
88350;F;<=25
88351;M;36-50
88354;M;51-65
88355;F;<=25
88357;F;26-35
88360;M;<=25
88362;M;36-50
88363;M;26-35
88364;F;<=25
88367;M;<=25
88368;M;26-35
88369;F;26-35
88371;M;36-50
88375;M;<=25
88376;M;<=25
88379;M;26-35
88381;M;36-50
88382;M;51-65
88383;F;26-35
88384;F;26-35
88385;F;26-35
88386;F;26-35
88388;M;<=25
88390;F;36-50
88391;F;36-50
88392;F;26-35
88393;F;26-35
88394;M;26-35
88395;F;<=25
88396;F;26-35
88397;M;36-50
88399;F;36-50
88400;F;36-50
88401;M;26-35
88404;M;36-50
88407;M;36-50
88410;F;36-50
88411;M;26-35
88412;M;<=25
88414;M;26-35
88415;F;<=25
88416;F;<=25
88417;M;26-35
88418;F;36-50
88419;F;36-50
88420;F;36-50
88427;F;26-35
88429;M;26-35
88430;M;<=25
88431;M;36-50
88432;F;36-50
88433;F;26-35
88434;F;36-50
88435;F;26-35
88436;F;26-35
88437;M;36-50
88441;F;<=25
88442;F;<=25
88444;M;26-35
88445;F;<=25
88447;F;36-50
88448;F;36-50
88450;F;36-50
88451;F;26-35
88452;M;26-35
88455;F;26-35
88456;F;51-65
88458;F;26-35
88460;M;36-50
88461;F;<=25
88463;F;<=25
88468;M;<=25
88472;F;51-65
88473;M;<=25
88474;F;>65
88475;M;51-65
88476;M;36-50
88486;M;26-35
88487;F;51-65
88489;F;36-50
88490;F;36-50
88491;F;26-35
88493;F;51-65
88494;F;<=25
88496;F;36-50
88498;M;51-65
88499;F;51-65
88500;F;<=25
88501;F;36-50
88503;F;26-35
88504;M;26-35
88505;M;<=25
88509;F;36-50
88511;F;26-35
88512;M;36-50
88513;F;26-35
88516;F;36-50
88522;F;26-35
88523;F;51-65
88524;F;<=25
88526;M;26-35
88530;F;36-50
88531;M;<=25
88534;F;<=25
88535;F;36-50
88537;F;36-50
88538;M;51-65
88540;M;26-35
88541;F;26-35
88542;F;<=25
88543;F;26-35
88544;M;36-50
88545;F;51-65
88546;F;26-35
88547;M;36-50
88548;F;<=25
88549;M;26-35
88550;F;36-50
88551;F;<=25
88552;F;<=25
88555;F;<=25
88556;F;<=25
88557;F;51-65
88558;M;<=25
88559;F;51-65
88560;F;36-50
88561;F;26-35
88562;F;26-35
88563;F;26-35
88564;M;>65
88565;F;<=25
88569;M;26-35
88576;M;36-50
88577;F;26-35
88578;F;26-35
88579;M;<=25
88581;M;26-35
88582;M;36-50
88583;F;26-35
88584;F;26-35
88585;M;26-35
88586;F;26-35
88588;F;36-50
88590;F;<=25
88591;M;36-50
88592;M;>65
88595;F;26-35
88596;M;26-35
88597;M;36-50
88598;F;26-35
88599;M;36-50
88600;F;26-35
88601;F;26-35
88602;F;36-50
88603;M;36-50
88604;F;26-35
88605;F;26-35
88606;F;36-50
88607;M;<=25
88608;F;36-50
88613;M;26-35
88615;F;36-50
88619;M;36-50
88620;M;36-50
88621;F;<=25
88623;M;36-50
88625;M;51-65
88626;F;36-50
88627;F;<=25
88628;F;<=25
88630;M;26-35
88632;F;26-35
88633;F;26-35
88635;F;26-35
88637;F;36-50
88638;F;51-65
88642;F;26-35
88644;F;26-35
88645;M;26-35
88646;M;<=25
88647;F;26-35
88649;M;26-35
88650;M;51-65
88652;M;51-65
88653;F;26-35
88654;F;36-50
88656;F;26-35
88657;F;26-35
88660;F;26-35
88661;M;26-35
88662;M;<=25
88663;F;26-35
88665;M;51-65
88668;F;26-35
88669;F;<=25
88670;F;26-35
88672;F;51-65
88674;F;51-65
88675;M;36-50
88676;M;51-65
88677;F;26-35
88678;F;36-50
88679;F;36-50
88680;F;36-50
88681;M;36-50
88683;F;36-50
88690;M;<=25
88692;M;26-35
88693;M;36-50
88694;M;51-65
88697;F;<=25
88699;M;26-35
88700;F;51-65
88702;F;51-65
88703;F;26-35
88711;F;26-35
88714;M;36-50
88715;F;26-35
88716;F;36-50
88717;F;51-65
88721;F;<=25
88722;M;36-50
88723;F;36-50
88724;F;36-50
88725;F;<=25
88727;F;36-50
88728;M;<=25
88729;M;36-50
88731;F;51-65
88733;M;26-35
88734;F;<=25
88735;F;51-65
88736;M;26-35
88737;F;26-35
88738;F;26-35
88741;F;51-65
88742;M;51-65
88743;F;51-65
88744;F;26-35
88747;F;26-35
88751;M;36-50
88755;F;<=25
88757;M;26-35
88766;M;<=25
88770;F;26-35
88771;F;36-50
88772;M;26-35
88775;M;51-65
88776;F;<=25
88779;M;26-35
88780;F;<=25
88781;F;26-35
88782;M;26-35
88784;M;<=25
88785;M;<=25
88786;F;26-35
88791;M;36-50
88792;F;36-50
88793;M;26-35
88794;F;26-35
88798;F;<=25
88799;M;<=25
88800;F;51-65
88802;F;51-65
88804;M;26-35
88806;M;36-50
88808;F;<=25
88809;F;36-50
88810;F;36-50
88811;M;<=25
88812;F;26-35
88813;M;26-35
88815;F;26-35
88816;F;26-35
88817;M;26-35
88818;M;<=25
88819;F;51-65
88821;F;<=25
88825;M;51-65
88826;M;36-50
88828;F;<=25
88829;F;<=25
88830;F;36-50
88831;F;26-35
88833;F;26-35
88834;M;36-50
88835;F;36-50
88836;M;36-50
88840;F;26-35
88841;M;26-35
88842;M;26-35
88843;M;51-65
88844;M;<=25
88849;F;<=25
88850;F;26-35
88855;F;36-50
88856;M;36-50
88857;F;<=25
88858;F;26-35
88859;M;<=25
88860;F;<=25
88861;F;26-35
88862;F;36-50
88865;F;<=25
88866;M;<=25
88868;F;26-35
88869;M;26-35
88870;M;26-35
88872;M;36-50
88873;M;26-35
88875;M;<=25
88880;M;51-65
88881;M;26-35
88883;M;36-50
88891;M;26-35
88895;M;>65
88896;F;51-65
88897;M;26-35
88898;F;<=25
88899;F;51-65
88900;M;36-50
88903;M;<=25
88904;F;<=25
88911;F;<=25
88915;F;<=25
88916;M;<=25
88917;M;<=25
88918;F;26-35
88923;F;26-35
88924;M;36-50
88926;F;<=25
88927;M;26-35
88928;F;26-35
88929;M;26-35
88934;F;<=25
88935;F;36-50
88936;M;26-35
88937;F;26-35
88945;F;26-35
88946;M;51-65
88948;F;26-35
88952;M;>65
88958;F;51-65
88964;M;51-65
88966;M;51-65
88967;M;26-35
88968;F;36-50
88969;F;36-50
88975;M;51-65
88976;F;<=25
88978;F;36-50
88979;M;51-65
88980;F;<=25
88982;F;51-65
88983;F;26-35
88984;F;36-50
88986;F;<=25
88987;M;<=25
88988;F;<=25
88989;F;51-65
88990;F;<=25
88991;M;26-35
88993;M;26-35
88994;F;<=25
88995;F;36-50
88998;F;36-50
88999;F;36-50
89000;F;<=25
89001;F;<=25
89002;F;<=25
89003;F;26-35
89004;F;26-35
89005;F;<=25
89006;M;26-35
89008;F;36-50
89009;M;51-65
89010;F;51-65
89011;F;26-35
89012;F;<=25
89013;F;<=25
89014;F;<=25
89015;M;26-35
89017;F;26-35
89018;F;26-35
89019;F;26-35
89020;F;51-65
89024;F;36-50
89026;M;26-35
89027;F;36-50
89037;F;26-35
89039;F;51-65
89040;F;26-35
89042;F;26-35
89051;F;36-50
89052;F;26-35
89059;M;<=25
89060;F;26-35
89061;F;36-50
89062;F;<=25
89064;F;<=25
89066;M;26-35
89069;M;26-35
89070;F;26-35
89071;M;26-35
89072;F;26-35
89073;F;36-50
89075;F;36-50
89077;F;36-50
89078;F;<=25
89079;F;51-65
89081;F;26-35
89083;M;36-50
89084;M;<=25
89087;F;26-35
89088;M;<=25
89089;M;36-50
89090;F;36-50
89091;F;26-35
89095;F;51-65
89097;F;36-50
89099;M;36-50
89104;F;36-50
89105;F;<=25
89109;F;<=25
89110;F;<=25
89111;F;<=25
89112;F;51-65
89113;M;36-50
89115;F;26-35
89119;F;36-50
89121;M;26-35
89122;M;<=25
89124;M;26-35
89126;M;26-35
89128;F;36-50
89130;M;51-65
89131;F;<=25
89132;F;26-35
89133;F;26-35
89134;F;26-35
89137;M;36-50
89139;F;26-35
89140;M;36-50
89141;M;26-35
89142;M;36-50
89143;F;36-50
89144;M;<=25
89145;M;26-35
89146;F;<=25
89147;M;36-50
89148;F;26-35
89150;F;<=25
89151;M;<=25
89152;F;36-50
89153;F;<=25
89160;M;26-35
89161;M;36-50
89163;M;<=25
89165;F;26-35
89166;F;36-50
89167;F;<=25
89168;M;26-35
89169;M;<=25
89170;F;<=25
89171;M;<=25
89173;F;<=25
89174;M;36-50
89175;F;26-35
89176;F;26-35
89177;M;51-65
89178;F;26-35
89179;F;<=25
89184;F;<=25
89195;F;26-35
89196;M;36-50
89197;F;26-35
89198;F;26-35
89200;F;<=25
89201;F;<=25
89202;F;<=25
89203;M;<=25
89204;F;36-50
89205;M;<=25
89207;M;<=25
89208;F;26-35
89209;M;36-50
89210;M;<=25
89211;F;>65
89212;M;36-50
89213;M;36-50
89216;M;26-35
89217;F;26-35
89219;M;26-35
89220;F;36-50
89222;F;<=25
89225;F;26-35
89226;M;51-65
89227;F;26-35
89229;F;26-35
89230;F;<=25
89231;M;26-35
89233;M;26-35
89234;F;36-50
89235;M;26-35
89236;F;36-50
89237;M;26-35
89239;F;51-65
89240;M;26-35
89242;F;26-35
89243;M;<=25
89246;M;<=25
89248;M;<=25
89249;M;26-35
89250;F;26-35
89251;F;<=25
89254;M;36-50
89256;F;<=25
89257;F;26-35
89258;F;<=25
89259;F;51-65
89260;M;<=25
89268;F;26-35
89270;F;51-65
89272;F;26-35
89273;M;<=25
89274;F;36-50
89277;M;26-35
89280;F;26-35
89285;F;36-50
89286;F;51-65
89287;M;<=25
89291;F;<=25
89292;M;<=25
89293;F;36-50
89294;F;<=25
89296;M;<=25
89297;F;26-35
89302;F;<=25
89303;F;36-50
89305;F;26-35
89309;F;51-65
89310;M;<=25
89311;F;51-65
89318;F;<=25
89319;M;51-65
89320;M;51-65
89321;M;26-35
89322;F;26-35
89323;F;<=25
89325;M;26-35
89326;F;26-35
89327;F;51-65
89332;F;36-50
89333;M;51-65
89335;M;26-35
89336;F;36-50
89337;M;36-50
89344;M;26-35
89345;M;51-65
89350;F;51-65
89351;F;36-50
89352;M;36-50
89353;M;26-35
89354;F;<=25
89355;F;26-35
89356;M;<=25
89358;M;36-50
89360;M;36-50
89361;F;51-65
89363;M;26-35
89367;F;<=25
89368;F;<=25
89369;M;<=25
89370;M;51-65
89371;F;26-35
89373;M;26-35
89374;F;51-65
89380;F;36-50
89381;M;<=25
89382;M;26-35
89386;F;26-35
89387;F;36-50
89388;F;36-50
89391;M;26-35
89392;F;<=25
89393;M;<=25
89394;M;36-50
89396;M;51-65
89397;M;<=25
89398;F;<=25
89399;F;<=25
89400;M;<=25
89401;M;51-65
89403;M;36-50
89404;F;26-35
89405;M;26-35
89406;M;36-50
89407;F;51-65
89408;F;<=25
89411;M;26-35
89414;M;26-35
89419;M;<=25
89420;M;36-50
89421;M;26-35
89424;F;<=25
89427;F;<=25
89428;F;36-50
89430;M;26-35
89434;F;36-50
89435;F;<=25
89436;F;26-35
89439;F;<=25
89440;F;<=25
89441;F;<=25
89442;F;<=25
89443;M;<=25
89445;F;51-65
89446;M;51-65
89447;F;26-35
89448;F;<=25
89450;F;<=25
89451;F;<=25
89452;F;<=25
89454;M;<=25
89455;M;26-35
89456;F;<=25
89457;F;51-65
89458;F;<=25
89460;F;>65
89461;F;<=25
89463;F;36-50
89464;M;26-35
89465;M;>65
89467;F;36-50
89468;M;<=25
89469;M;<=25
89470;F;<=25
89471;F;51-65
89472;F;<=25
89473;F;26-35
89474;F;26-35
89475;M;26-35
89477;M;26-35
89478;M;<=25
89479;F;26-35
89482;F;<=25
89484;F;36-50
89486;F;36-50
89487;F;36-50
89492;M;<=25
89493;M;36-50
89494;F;<=25
89495;F;51-65
89496;F;36-50
89497;M;36-50
89498;M;36-50
89499;M;26-35
89500;F;51-65
89501;M;36-50
89502;F;26-35
89503;F;26-35
89506;F;36-50
89507;F;36-50
89509;F;<=25
89510;M;<=25
89512;F;36-50
89513;F;>65
89516;F;26-35
89518;F;26-35
89519;M;<=25
89520;M;36-50
89521;F;26-35
89522;M;<=25
89523;F;<=25
89524;F;<=25
89528;F;26-35
89529;F;26-35
89530;F;<=25
89531;F;<=25
89532;F;36-50
89534;M;<=25
89535;M;36-50
89536;F;<=25
89537;F;36-50
89538;F;<=25
89539;M;26-35
89540;M;<=25
89541;M;<=25
89543;M;26-35
89545;M;36-50
89546;M;36-50
89547;M;36-50
89548;F;36-50
